2024/01/18 16:58:38 [alert] 9648#20120: OpenEvent("ngx_master_20580") failed (2: The system cannot find the file specified)
2024/01/18 19:25:00 [alert] 2488#7580: OpenEvent("ngx_master_13164") failed (2: The system cannot find the file specified)
2024/01/19 16:46:17 [error] 18388#17740: *9521 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-json/wp/v2/categories/1?context=edit&_locale=user HTTP/1.0", upstream: "fastcgi://127.0.0.1:10003", host: "wordpress-demo.local", referrer: "http://wordpress-demo.local/wp-admin/post.php?post=48&action=edit"
2024/01/19 19:10:39 [alert] 15312#14532: OpenEvent("ngx_master_21500") failed (2: The system cannot find the file specified)
2024/01/20 17:12:23 [alert] 9628#21140: OpenEvent("ngx_master_2840") failed (2: The system cannot find the file specified)
2024/03/04 12:25:01 [alert] 16940#6876: OpenEvent("ngx_master_1204") failed (2: The system cannot find the file specified)
2024/03/05 11:05:04 [alert] 14472#7016: OpenEvent("ngx_master_15516") failed (2: The system cannot find the file specified)
2024/03/13 10:15:58 [error] 16908#2904: *16709 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-json/elementor/v1/kit-elements-defaults HTTP/1.0", upstream: "fastcgi://127.0.0.1:10003", host: "wordpress-demo.local", referrer: "http://wordpress-demo.local/wp-admin/post.php?post=146&action=elementor"
2024/03/13 13:12:27 [error] 16908#2904: *29239 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-json/wp/v2/taxonomies?context=edit&per_page=100&_locale=user HTTP/1.0", upstream: "fastcgi://127.0.0.1:10002", host: "wordpress-demo.local", referrer: "http://wordpress-demo.local/wp-admin/post-new.php?post_type=page"
2024/03/13 13:12:53 [error] 16908#2904: *29445 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-json/elementor/v1/globals HTTP/1.0", upstream: "fastcgi://127.0.0.1:10003", host: "wordpress-demo.local", referrer: "http://wordpress-demo.local/wp-admin/post.php?post=265&action=elementor"
2024/03/15 15:48:11 [error] 25196#21212: *45286 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /favicon.ico HTTP/1.0", upstream: "fastcgi://127.0.0.1:10002", host: "wordpress-demo.local", referrer: "http://wordpress-demo.local/questionnaire/"
2024/03/15 15:48:11 [error] 25196#21212: *45286 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /favicon.ico HTTP/1.0", upstream: "fastcgi://127.0.0.1:10003", host: "wordpress-demo.local", referrer: "http://wordpress-demo.local/questionnaire/"
2024/03/15 15:48:14 [error] 25196#21212: *45289 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php HTTP/1.0", upstream: "fastcgi://php", host: "wordpress-demo.local", referrer: "http://wordpress-demo.local/wp-admin/admin.php?page=mondula-multistep-forms"
2024/03/21 12:48:28 [error] 19368#22448: *31065 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-json/wc-admin/options?options=woocommerce_ces_tracks_queue&_locale=user HTTP/1.0", upstream: "fastcgi://127.0.0.1:10002", host: "wordpress-demo.local", referrer: "http://wordpress-demo.local/wp-admin/post.php?post=216&action=edit"
2024/03/21 12:48:28 [error] 19368#22448: *31075 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-json/wc-analytics/admin/notes?page=1&per_page=25&type=error%2Cupdate&status=unactioned&_locale=user HTTP/1.0", upstream: "fastcgi://127.0.0.1:10002", host: "wordpress-demo.local", referrer: "http://wordpress-demo.local/wp-admin/post.php?post=216&action=edit"
2024/03/21 12:48:29 [error] 19368#22448: *31067 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-json/wc-admin/options?options=woocommerce_admin_transient_notices_queue%2Cwoocommerce_admin_install_timestamp&_locale=user HTTP/1.0", upstream: "fastcgi://127.0.0.1:10003", host: "wordpress-demo.local", referrer: "http://wordpress-demo.local/wp-admin/post.php?post=216&action=edit"
2024/03/21 12:48:29 [error] 19368#22448: *31067 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-json/wc-admin/options?options=woocommerce_admin_transient_notices_queue%2Cwoocommerce_admin_install_timestamp&_locale=user HTTP/1.0", upstream: "fastcgi://php", host: "wordpress-demo.local", referrer: "http://wordpress-demo.local/wp-admin/post.php?post=216&action=edit"
2024/03/21 12:48:29 [error] 19368#22448: *31079 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-admin/admin-ajax.php?action=oembed-cache&post=216 HTTP/1.0", upstream: "fastcgi://127.0.0.1:10003", host: "wordpress-demo.local", referrer: "http://wordpress-demo.local/wp-admin/post.php?post=216&action=edit"
2024/03/21 12:48:29 [error] 19368#22448: *31079 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-admin/admin-ajax.php?action=oembed-cache&post=216 HTTP/1.0", upstream: "fastcgi://php", host: "wordpress-demo.local", referrer: "http://wordpress-demo.local/wp-admin/post.php?post=216&action=edit"
2024/03/21 12:48:29 [error] 19368#22448: *31065 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-json/wc-admin/options?options=woocommerce_ces_tracks_queue&_locale=user HTTP/1.0", upstream: "fastcgi://127.0.0.1:10003", host: "wordpress-demo.local", referrer: "http://wordpress-demo.local/wp-admin/post.php?post=216&action=edit"
2024/03/21 12:48:29 [error] 19368#22448: *31075 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-json/wc-analytics/admin/notes?page=1&per_page=25&type=error%2Cupdate&status=unactioned&_locale=user HTTP/1.0", upstream: "fastcgi://127.0.0.1:10003", host: "wordpress-demo.local", referrer: "http://wordpress-demo.local/wp-admin/post.php?post=216&action=edit"
2024/03/21 12:48:29 [error] 19368#22448: *31092 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-json/wc-admin/options?options=woocommerce_task_list_reminder_bar_hidden&_locale=user HTTP/1.0", upstream: "fastcgi://php", host: "wordpress-demo.local", referrer: "http://wordpress-demo.local/wp-admin/post.php?post=216&action=edit"
